ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,registration_number_original,registration_number,maker_name_original,maker_name,maker_com_code,maker_com_code_status_id,maker_comcd_relation_source_type_id,maker_exist_comcd_relation_history_id,issue_date_original,issue_date,due_date_original,due_date,paying_bank_name_original,paying_bank_name,paying_bank_code,paying_bank_branch_name_original,paying_bank_branch_name,balance_original,balance,discount_bank_name_original,discount_bank_name,discount_bank_code,description_original,description,conf_registration_number,conf_maker_name,conf_issue_date,conf_due_date,conf_balance,conf_paying_bank_name,conf_paying_bank_branch_name,conf_discount_bank_name,conf_description,coord_x_registration_number,coord_y_registration_number,coord_h_registration_number,coord_w_registration_number,coord_x_maker_name,coord_y_maker_name,coord_h_maker_name,coord_w_maker_name,coord_x_issue_date,coord_y_issue_date,coord_h_issue_date,coord_w_issue_date,coord_x_due_date,coord_y_due_date,coord_h_due_date,coord_w_due_date,coord_x_balance,coord_y_balance,coord_h_balance,coord_w_balance,coord_x_paying_bank_name,coord_y_paying_bank_name,coord_h_paying_bank_name,coord_w_paying_bank_name,coord_x_paying_bank_branch_name,coord_y_paying_bank_branch_name,coord_h_paying_bank_branch_name,coord_w_paying_bank_branch_name,coord_x_discount_bank_name,coord_y_discount_bank_name,coord_h_discount_bank_name,coord_w_discount_bank_name,coord_x_description,coord_y_description,coord_h_description,coord_w_description,row_no,insertdatetime,updatedatetime,updateuser
20250723085603480,1,1,001,003001,202507,,,20240820125132000	2	1	201	144577	202306	兵庫管公学生服(株)	兵庫管公学生服(株)	4509631342	5.7.7	5.7.7	5.10.10	5.10.10			三菱UFJ	三菱UFJ	姫路	姫路	中国本店	中国本店		,20240820125132000	2	1	201	144577	202306	兵庫管公学生服(株)	兵庫管公学生服(株)	4509631342	5.7.7	5.7.7	5.10.10	5.10.10			三菱UFJ	三菱UFJ	姫路	姫路	中国本店	中国本店		,2167,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,1,,,testuser
20250723085603480,1,12,001,003001,202507,,,20240820125132000	2	12	201	144577	202306	豊国商事(株)	豊国商事(株)	2145272619	5.7.10	5.7.10	5.10.31	5.10.31			滋賀	滋賀	長浜	長浜				,20240820125132000	2	12	201	144577	202306	豊国商事(株)	豊国商事(株)	2145272619	5.7.10	5.7.10	5.10.31	5.10.31			滋賀	滋賀	長浜	長浜				,2178,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,12,,,testuser
20250723085603480,1,13,001,003001,202507,,,20240820125132000	2	13	201	144577	202306	豊国商事(株)	豊国商事(株)	2145272619	5.6.6	5.6.6	5.9.30	5.9.30			滋賀	滋賀	長浜	長浜				,20240820125132000	2	13	201	144577	202306	豊国商事(株)	豊国商事(株)	2145272619	5.6.6	5.6.6	5.9.30	5.9.30			滋賀	滋賀	長浜	長浜				,2179,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,13,,,testuser
20250723085603480,1,14,001,003001,202507,,,20240820125132000	2	14	201	144577	202306	蝶理(株)	蝶理(株)	5442900674	5.6.28	5.6.28	5.9.28	5.9.28			みずほ	みずほ	大阪	大阪				,20240820125132000	2	14	201	144577	202306	蝶理(株)	蝶理(株)	5442900674	5.6.28	5.6.28	5.9.28	5.9.28			みずほ	みずほ	大阪	大阪				,2180,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,14,,,testuser
20250723085603480,1,15,001,003001,202507,,,20240820125132000	2	15	201	144577	202306	蝶理(株)	蝶理(株)	5442900674	5.7.31	5.7.31	5.10.30	5.10.30			みずほ	みずほ	大阪	大阪				,20240820125132000	2	15	201	144577	202306	蝶理(株)	蝶理(株)	5442900674	5.7.31	5.7.31	5.10.30	5.10.30			みずほ	みずほ	大阪	大阪				,2181,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,15,,,testuser
20250723085603480,1,16,001,003001,202507,,,20240820125132000	2	16	201	144577	202306	国盛商業(株)	国盛商業(株)	0957681128	5.5.12	5.5.12	5.8.28	5.8.28			三菱UFJ	三菱UFJ	豊橋	豊橋				,20240820125132000	2	16	201	144577	202306	国盛商業(株)	国盛商業(株)	0957681128	5.5.12	5.5.12	5.8.28	5.8.28			三菱UFJ	三菱UFJ	豊橋	豊橋				,2182,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,16,,,testuser
20250723085603480,1,17,001,003001,202507,,,20240820125132000	2	17	201	144577	202306	国盛商業(株)	国盛商業(株)	0957681128	5.6.8	5.6.8	5.9.28	5.9.28			三菱UFJ	三菱UFJ	豊橋	豊橋				,20240820125132000	2	17	201	144577	202306	国盛商業(株)	国盛商業(株)	0957681128	5.6.8	5.6.8	5.9.28	5.9.28			三菱UFJ	三菱UFJ	豊橋	豊橋				,2183,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,17,,,testuser
20250723085603480,1,18,001,003001,202507,,,20240820125132000	2	18	201	144577	202306	国盛商業(株)	国盛商業(株)	0957681128	5.5.12	5.5.12	5.8.28	5.8.28			三菱UFJ	三菱UFJ	豊橋	豊橋				,20240820125132000	2	18	201	144577	202306	国盛商業(株)	国盛商業(株)	0957681128	5.5.12	5.5.12	5.8.28	5.8.28			三菱UFJ	三菱UFJ	豊橋	豊橋				,2184,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,18,,,testuser
20250723085603480,1,19,001,003001,202507,,,20240820125132000	2	19	201	144577	202306	国盛商業(株)	国盛商業(株)	0957681128	5.6.8	5.6.8	5.9.28	5.9.28			三菱UFJ	三菱UFJ	豊橋	豊橋				,20240820125132000	2	19	201	144577	202306	国盛商業(株)	国盛商業(株)	0957681128	5.6.8	5.6.8	5.9.28	5.9.28			三菱UFJ	三菱UFJ	豊橋	豊橋				,2185,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,19,,,testuser
20250723085603480,1,20,001,003001,202507,,,20240820125132000	2	20	201	144577	202306	国盛商業(株)	国盛商業(株)	0957681128	5.7.6	5.7.6	5.10.28	5.10.28			三菱UFJ	三菱UFJ	豊橋	豊橋				,20240820125132000	2	20	201	144577	202306	国盛商業(株)	国盛商業(株)	0957681128	5.7.6	5.7.6	5.10.28	5.10.28			三菱UFJ	三菱UFJ	豊橋	豊橋				,2186,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,20,,,testuser
20250723085603480,1,21,001,003001,202507,,,20240820125132000	2	21	201	144577	202306	国盛商業(株)	国盛商業(株)	0957681128	5.7.6	5.7.6	5.10.28	5.10.28			三菱UFJ	三菱UFJ	豊橋	豊橋				,20240820125132000	2	21	201	144577	202306	国盛商業(株)	国盛商業(株)	0957681128	5.7.6	5.7.6	5.10.28	5.10.28			三菱UFJ	三菱UFJ	豊橋	豊橋				,2187,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,21,,,testuser
20250723085603480,1,22,001,003001,202507,,,20240820125132000	2	22	201	144577	202306	国盛商業(株)	国盛商業(株)	0957681128	5.5.12	5.5.12	5.8.28	5.8.28			三菱UFJ	三菱UFJ	豊橋	豊橋				,20240820125132000	2	22	201	144577	202306	国盛商業(株)	国盛商業(株)	0957681128	5.5.12	5.5.12	5.8.28	5.8.28			三菱UFJ	三菱UFJ	豊橋	豊橋				,2188,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,22,,,testuser
20250723085603480,1,23,001,003001,202507,,,20240820125132000	2	23	201	144577	202306	国盛商業(株)	国盛商業(株)	0957681128	5.6.8	5.6.8	5.9.28	5.9.28			三菱UFJ	三菱UFJ	豊橋	豊橋				,20240820125132000	2	23	201	144577	202306	国盛商業(株)	国盛商業(株)	0957681128	5.6.8	5.6.8	5.9.28	5.9.28			三菱UFJ	三菱UFJ	豊橋	豊橋				,2189,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,23,,,testuser
